Code,Name,Value
en,KENER,KENER
en,MUKIRAN,MUKIRAN
en,PAYUNGAN,PAYUNGAN
en,ROGOMULYO,ROGOMULYO
en,KEBOWAN,KEBOWAN
en,"BEJI LOR","BEJI LOR"
en,DERSANSARI,DERSANSARI
en,BONOMERTO,BONOMERTO
en,"GUNUNG TUMPENG","GUNUNG TUMPENG"
en,REKSOSARI,REKSOSARI
en,"KRANDON LOR","KRANDON LOR"
en,CUKILAN,CUKILAN
en,DADAPAYAM,DADAPAYAM
en,UJUNG-UJUNG,UJUNG-UJUNG
en,SEGIRI,SEGIRI
en,TUKANG,TUKANG
en,SEMOWO,SEMOWO
en,JEMBRAK,JEMBRAK
en,GLAWAN,GLAWAN
en,KADIREJO,KADIREJO
en,BEJATEN,BEJATEN
en,GILING,GILING
en,PADAAN,PADAAN
en,"KAUMAN LOR","KAUMAN LOR"
en,PABELAN,PABELAN
en,KALIBEJI,KALIBEJI
en,LOPAIT,LOPAIT
en,TUNTANG,TUNTANG
en,DELIK,DELIK
en,TLOMPAKAN,TLOMPAKAN
en,NGAJARAN,NGAJARAN
en,WIROGOMO,WIROGOMO
en,KEMAMBANG,KEMAMBANG
en,SEPAKUNG,SEPAKUNG
en,ROWOBONI,ROWOBONI
en,KEBONDOWO,KEBONDOWO
en,NGRAPAH,NGRAPAH
en,BEDONO,BEDONO
en,KELURAHAN,KELURAHAN
en,BRONGKOL,BRONGKOL
en,KUWARASAN,KUWARASAN
en,GENTING,GENTING
en,NGADIKERSO,NGADIKERSO
en,LANJAN,LANJAN
en,CANDIGARON,CANDIGARON
en,KEMITIR,KEMITIR
en,SUMOWONO,SUMOWONO
en,JUBELAN,JUBELAN
en,BUMEN,BUMEN
en,MENDONGAN,MENDONGAN
en,KEMAWI,KEMAWI
en,PIYANGGANG,PIYANGGANG
en,PLEDOKAN,PLEDOKAN
en,KESENENG,KESENENG
en,NGAMPIN,NGAMPIN
en,BEJALEN,BEJALEN
en,LODOYONG,LODOYONG
en,PASEKAN,PASEKAN
en,BARAN,BARAN
en,BANYUKUNING,BANYUKUNING
en,PAKOPEN,PAKOPEN
en,DOPLANG,DOPLANG
en,BAWEN,BAWEN
en,ASINAN,ASINAN
en,POLOSIRI,POLOSIRI
en,LEMAHIRENG,LEMAHIRENG
en,SAMBAN,SAMBAN
en,PONCORUSO,PONCORUSO
en,POPONGAN,POPONGAN
en,BANDING,BANDING
en,NYEMOH,NYEMOH
en,WIRU,WIRU
en,GOGODALEM,GOGODALEM
en,REMBES,REMBES
en,KALIKURMO,KALIKURMO
en,LEMBU,LEMBU
en,PLUMUTAN,PLUMUTAN
en,JLUMPANG,JLUMPANG
en,BANCAK,BANCAK
en,DEREKAN,DEREKAN
en,PRINGSARI,PRINGSARI
en,JATIRUNGGO,JATIRUNGGO
en,PENAWANGAN,PENAWANGAN
en,MUNDING,MUNDING
en,GEBUGAN,GEBUGAN
en,WUJIL,WUJIL
en,"BERGAS LOR","BERGAS LOR"
en,"BERGAS KIDUL","BERGAS KIDUL"
en,JATIJAJAR,JATIJAJAR
en,DIWAK,DIWAK
en,NGEMPON,NGEMPON
en,GOGIK,GOGIK
en,NYATNYONO,NYATNYONO
en,GENUK,GENUK
en,UNGARAN,UNGARAN
en,BANDARJO,BANDARJO
en,LEREP,LEREP
en,KEJI,KEJI
en,KALISIDI,KALISIDI
en,BRANJANG,BRANJANG
en,LEYANGAN,LEYANGAN
en,KAWENGEN,KAWENGEN
en,KALIKAYEN,KALIKAYEN
en,MLUWEH,MLUWEH
en,GEDANGANAK,GEDANGANAK
en,CATURANOM,CATURANOM
en,"PARAKAN KAUMAN","PARAKAN KAUMAN"
en,"PARAKAN WETAN","PARAKAN WETAN"
en,CAMPURSALAM,CAMPURSALAM
en,MANDISARI,MANDISARI
en,DANGKEL,DANGKEL
en,DEPOKHARJO,DEPOKHARJO
en,TEGALROSO,TEGALROSO
en,GLAPANSARI,GLAPANSARI
en,SUNGGINGSARI,SUNGGINGSARI
en,WANUTENGAH,WANUTENGAH
en,TRAJI,TRAJI
en,NGLONDONG,NGLONDONG
en,KRUWISAN,KRUWISAN
en,PETARANGAN,PETARANGAN
en,TLAHAP,TLAHAP
en,"KWADUNGAN JURANG","KWADUNGAN JURANG"
en,"KWADUNGAN GUNUNG","KWADUNGAN GUNUNG"
en,JEKETRO,JEKETRO
en,TUKSARI,TUKSARI
en,PAPONAN,PAPONAN
en,TLOGOWERO,TLOGOWERO
en,CAMPURANOM,CAMPURANOM
en,"MRANGGEN KIDUL","MRANGGEN KIDUL"
en,"MRANGGEN TENGAH","CENTRAL MRANGGEN"
en,GENTINGSARI,GENTINGSARI
en,TANUREJO,TANUREJO
en,PURBOREJO,PURBOREJO
en,BANSARI,BANSARI
en,PANDEMULYO,PANDEMULYO
en,MONDORETNO,MONDORETNO
en,PAKUREJO,PAKUREJO
en,PENGILON,PENGILON
en,PASURUHAN,PASURUHAN
en,GANDUREJO,GANDUREJO
en,TEGALLURUNG,TEGALLURUNG
en,NGIMBRANG,NGIMBRANG
en,DANUPAYAN,DANUPAYAN
en,MUDAL,MUDAL
en,NAMPIREJO,NAMPIREJO
en,LUNGGE,LUNGGE
en,GUNTUR,GUNTUR
en,KOWANGAN,KOWANGAN
en,JAMPIREJO,JAMPIREJO
en,GIYANTI,GIYANTI
en,MUNGSENG,MUNGSENG
en,GILINGSARI,GILINGSARI
en,"TEMANGGUNG II","TEMANGGUNG II"
en,"TEMANGGUNG I","TEMANGGUNG I"
en,JAMPIROSO,JAMPIROSO
en,JURANG,JURANG
en,"WALITELON SELATAN","SOUTH WALITELON"
en,"WALITELON UTARA","NORTH WALITELON"
en,LEGOKSARI,LEGOKSARI
en,GEDEGAN,GEDEGAN
en,TLILIR,TLILIR
en,KEROKAN,KEROKAN
en,SRIWUNGU,SRIWUNGU
en,LANGGENG,LANGGENG
en,MENGGORO,MENGGORO
en,GREGES,GREGES
en,DRONO,DRONO
en,JRAGAN,JRAGAN
en,TANGGULANOM,TANGGULANOM
en,NGADITIRTO,NGADITIRTO
en,SELOPAMPANG,SELOPAMPANG
en,KACEPIT,KACEPIT
en,GAMBASAN,GAMBASAN
en,BAGUSAN,BAGUSAN
en,BENGKAL,BENGKAL
en,NGUWET,NGUWET
en,BADRAN,BADRAN
en,NGROPOH,NGROPOH
en,GENTAN,GENTAN
en,KUPEN,KUPEN
en,SOROPADAN,SOROPADAN
en,GOWAK,GOWAK
en,PINGIT,PINGIT
en,NGLOROG,NGLOROG
en,SOBOREJO,SOBOREJO
en,GANDULAN,GANDULAN
en,TEGOWANUH,TEGOWANUH
en,KEBLUKAN,KEBLUKAN
en,TEPUSEN,TEPUSEN
en,GEBLOG,GEBLOG
en,GANDON,GANDON
en,TLETER,TLETER
en,KWARAKAN,KWARAKAN
en,TLOGOWUNGU,TLOGOWUNGU
en,KEDUNGUMPUL,KEDUNGUMPUL
en,BALEDU,BALEDU
en,ROWO,ROWO
en,MALEBO,MALEBO
en,SAMIRANAN,SAMIRANAN
en,TLOGOPUCANG,TLOGOPUCANG
en,MARGOLELO,MARGOLELO
en,DANUREJO,DANUREJO
en,CANDIMULYA,CANDIMULYA
en,KEDU,KEDU
en,KUNDISARI,KUNDISARI
en,MERGOWATI,MERGOWATI
en,GONDANGWAYANG,GONDANGWAYANG
en,BANDUNGGEDE,BANDUNGGEDE
en,KATEKAN,KATEKAN
en,MEDARI,MEDARI
en,KARANGGEDONG,KARANGGEDONG
en,PETIREJO,PETIREJO
en,MUNGGANGSARI,MUNGGANGSARI
en,KATAAN,KATAAN
en,MANGGONG,MANGGONG
en,"GANDU WETAN","GANDU WETAN"
en,NGAREN,NGAREN
en,GONDANGWINANGUN,GONDANGWINANGUN
en,DLIMOYO,DLIMOYO
en,PURBOSARI,PURBOSARI
en,MOROBONGO,MOROBONGO
en,SUKOMARTO,SUKOMARTO
en,PADURESO,PADURESO
en,KARANGTEJO,KARANGTEJO
en,KETITANG,KETITANG
en,JOMBOR,JOMBOR
en,GIYONO,GIYONO
en,"GUNUNG GEMPOL","GUNUNG GEMPOL"
en,JUMO,JUMO
en,JAMUSAN,JAMUSAN
en,GEDONGSARI,GEDONGSARI
en,KALIBANGER,KALIBANGER
en,NGADISEPI,NGADISEPI
en,KEMIRIOMBO,KEMIRIOMBO
en,GEMAWANG,GEMAWANG
en,KREMPONG,KREMPONG
en,MUNCAR,MUNCAR
en,SUCEN,SUCEN
en,KARANGSENENG,KARANGSENENG
en,CANGGAL,CANGGAL
en,KENTENGSARI,KENTENGSARI
en,BANTIR,BANTIR
en,KRAWITAN,KRAWITAN
en,MUNTUNG,MUNTUNG
en,MENTO,MENTO
en,GUNUNGPAYUNG,GUNUNGPAYUNG
en,PLOSOGADEN,PLOSOGADEN
en,LOWUNGU,LOWUNGU
en,"LARANGAN LUWOK","LARANGAN LUWOK"
en,PRANGKOKAN,PRANGKOKAN
en,JLEGONG,JLEGONG
en,CONGKRANG,CONGKRANG
en,BEJEN,BEJEN
en,SELOSABRANG,SELOSABRANG
en,TEMPELSARI,TEMPELSARI
en,BONJOR,BONJOR
en,TRETEP,TRETEP
en,CEMORO,CEMORO
en,PITROSARI,PITROSARI
en,PATEKEN,PATEKEN
en,TENING,TENING
en,BLUMAH,BLUMAH
en,TLOGOPAYUNG,TLOGOPAYUNG
en,KEDITEN,KEDITEN
en,MANGGUNGMANGU,MANGGUNGMANGU
en,JURANGAGUNG,JURANGAGUNG
en,WADAS,WADAS
en,"GENTING GUNUNG","GENTING GUNUNG"
en,BRINGINSARI,BRINGINSARI
en,"PURWO SARI","PURWO SARI"
en,"TAMAN REJO","TAMAN REJO"
en,HARJODOWO,HARJODOWO
en,DAMARJATI,DAMARJATI
en,KALIPAKIS,KALIPAKIS
en,SELOKATON,SELOKATON
en,NGADIWARNO,NGADIWARNO
en,"TAMPING WINARNO","TAMPING WINARNO"
en,KALIBOGOR,KALIBOGOR
en,GONDOHARUM,GONDOHARUM
en,"GETAS BLAWONG","GETAS BLAWONG"
en,"PARAKAN SEBARAN","PARAKAN SEBARAN"
en,KRIKIL,KRIKIL
en,PAGERUYUNG,PAGERUYUNG
en,"SUROKONTO WETAN","SUROKONTO WETAN"
en,"KEBON GEMBONG","KEBON GEMBONG"
en,"SUROKONTO KULON","SUROKONTO KULON"
en,WIROSARI,WIROSARI
en,SELO,SELO
en,CURUGSEWU,CURUGSEWU
en,GEDONG,GEDONG
en,KALIBARENG,KALIBARENG
en,KALILUMPANG,KALILUMPANG
en,KALICES,KALICES
en,KALIPUTIH,KALIPUTIH
en,BANYURINGIN,BANYURINGIN
en,NGAREANAK,NGAREANAK
en,SINGOROJO,SINGOROJO
en,MERBUH,MERBUH
en,TRAYU,TRAYU
en,PERON,PERON
en,TAMBAHSARI,TAMBAHSARI
en,PAGERTOYO,PAGERTOYO
en,SRIWULAN,SRIWULAN
en,TABET,TABET
en,NGESREPBALONG,NGESREPBALONG
en,GONOHARJO,GONOHARJO
en,JAWISARI,JAWISARI
en,TAMANREJO,TAMANREJO
en,PURWOGONDO,PURWOGONDO
en,KALIGADING,KALIGADING
en,SALAMSARI,SALAMSARI
en,BEBENGAN,BEBENGAN
en,TRISOBO,TRISOBO
en,TAMPINGAN,TAMPINGAN
en,KARANGMANGGIS,KARANGMANGGIS
en,NGABEAN,NGABEAN
en,KLIRIS,KLIRIS
en,PASIGITAN,PASIGITAN
en,LEBAN,LEBAN
en,"KRAJAN KULON","KRAJAN KULON"
en,KUTOHARJO,KUTOHARJO
en,NOLOKERTO,NOLOKERTO
en,KEDUNGSUREN,KEDUNGSUREN
en,JERUKGILING,JERUKGILING
en,DARUPONO,DARUPONO
en,PROTOMULYO,PROTOMULYO
en,MAGELUNG,MAGELUNG
en,PLANTARAN,PLANTARAN
en,PENJALIN,PENJALIN
en,KERTOMULYO,KERTOMULYO
en,BLOROK,BLOROK
en,TURUNREJO,TURUNREJO
en,BRANGSONG,BRANGSONG
en,"KEBON ADEM","KEBON ADEM"
en,PUGUH,PUGUH
en,DAWUNGSARI,DAWUNGSARI
en,TEGOREJO,TEGOREJO
en,"PUCANG REJO","PUCANG REJO"
en,GUBUGSARI,GUBUGSARI
en,PENANGGULAN,PENANGGULAN
en,"NGAMPEL KULON","NGAMPEL KULON"
en,"NGAMPEL WETAN","NGAMPEL WETAN"
en,SUDIPAYUNG,SUDIPAYUNG
en,DEMPELREJO,DEMPELREJO
en,BOJONGGEDE,BOJONGGEDE
en,PUTATGEDE,PUTATGEDE
en,PAMRIYAN,PAMRIYAN
en,JENARSARI,JENARSARI
en,PONCOREJO,PONCOREJO
en,KROMPAAN,KROMPAAN
en,GEMUHBLANTEN,GEMUHBLANTEN
en,TAMANGEDE,TAMANGEDE
en,LUMANSARI,LUMANSARI
en,JOHOREJO,JOHOREJO
en,TLAHAB,TLAHAB
en,NGERJO,NGERJO
en,KEDUNGGADING,KEDUNGGADING
en,RINGINARUM,RINGINARUM
en,TEJOREJO,TEJOREJO
en,NGAWENSARI,NGAWENSARI
en,WUNGUREJO,WUNGUREJO
en,ROWOBRANTEN,ROWOBRANTEN
en,PAGERDAWUNG,PAGERDAWUNG
en,PENYANGKRINGAN,PENYANGKRINGAN
en,MANGGUNGSARI,MANGGUNGSARI
en,WELERI,WELERI
en,NAWANGSARI,NAWANGSARI
en,PENARUBAN,PENARUBAN
en,SAMBONGSARI,SAMBONGSARI
en,PUCUKSARI,PUCUKSARI
en,TRATEMULYO,TRATEMULYO
en,MONTONGSARI,MONTONGSARI
en,WONOTENGGANG,WONOTENGGANG
en,TANJUNGANOM,TANJUNGANOM
en,SENDANGDAWUHAN,SENDANGDAWUHAN
en,GEBANGANOM,GEBANGANOM
en,JATIPURWO,JATIPURWO
en,GEMPOLSEWU,GEMPOLSEWU
en,"SENDANG SIKUCING","SENDANG SIKUCING"
en,SENDANGKULON,SENDANGKULON
en,SENDANGDAWUNG,SENDANGDAWUNG
en,"GEBANGANOM WETAN","GEBANGANOM WETAN"
en,KADILANGU,KADILANGU
en,TRUKO,TRUKO
en,LEBOSARI,LEBOSARI
en,KANGKUNG,KANGKUNG
en,"KARANGMALANG WETAN","KARANGMALANG WETAN"
en,JUNGSEMI,JUNGSEMI
en,TANJUNGMOJO,TANJUNGMOJO
en,PANDES,PANDES
en,BOTOMULYO,BOTOMULYO
en,KARANGSUNO,KARANGSUNO
en,CEPIRING,CEPIRING
en,KARANGAYU,KARANGAYU
en,DAMARSARI,DAMARSARI
en,JUWIRING,JUWIRING
en,KALIAYU,KALIAYU
en,"KALIRANDU GEDE","KALIRANDU GEDE"
en,"KOROWELANG KULON","KOROWELANG KULON"
en,"KOROWELANG ANYAR","KOROWELANG ANYAR"
en,LANJI,LANJI
en,DONOSARI,DONOSARI
en,BULUGEDE,BULUGEDE
en,SUKOLILAN,SUKOLILAN
en,KARTIKAJAYA,KARTIKAJAYA
en,"PIDODO WETAN","PIDODO WETAN"
en,"PIDODO KULON","PIDODO KULON"
en,CANDIROTO,CANDIROTO
en,TROMPO,TROMPO
en,BUGANGIN,BUGANGIN
en,"KALIBUNTU WETAN","KALIBUNTU WETAN"
en,BANYUTOWO,BANYUTOWO
en,PATUKANGAN,PATUKANGAN
en,PEGULON,PEGULON
en,PAKAUMAN,PAKAUMAN
en,NGILIR,NGILIR
en,BALOK,BALOK
en,SILURAH,SILURAH
en,GRINGGINGSARI,GRINGGINGSARI
en,WONOTUNGGAL,WONOTUNGGAL
en,BROKOH,BROKOH
en,BRAYO,BRAYO
en,KEMLIGI,KEMLIGI
en,SIGAYAM,SIGAYAM
en,SIWATU,SIWATU
en,DRINGO,DRINGO
en,PENANGKAN,PENANGKAN
en,TUMBREP,TUMBREP
en,TOSO,TOSO
en,SIDAYU,SIDAYU
en,PESALAKAN,PESALAKAN
en,PUCANGGADING,PUCANGGADING
en,SIMPAR,SIMPAR
en,BATIOMBO,BATIOMBO
en,WONOSEGORO,WONOSEGORO
en,GERLANG,GERLANG
en,KEMBANGLANGIT,KEMBANGLANGIT
en,BISMO,BISMO
en,BESANI,BESANI
en,WONOBODRO,WONOBODRO
en,KEPUTON,KEPUTON
en,BLADO,BLADO
en,COKRO,COKRO
en,"SELOPAJANG BARAT","WEST SELOPAJANG"
en,"SELOPAJANG TIMUR","EAST SELOPAJANG"
en,CABLIKAN,CABLIKAN
en,REBAN,REBAN
en,KUMESU,KUMESU
en,KEPUNDUNG,KEPUNDUNG
en,SOJOMERTO,SOJOMERTO
en,POLODORO,POLODORO
en,SUKOMANGLI,SUKOMANGLI
en,WONOROJO,WONOROJO
en,PRANTEN,PRANTEN
en,DELES,DELES
en,KEBATURAN,KEBATURAN
en,SANGUBANYU,SANGUBANYU
en,"WONO SARI","WONO SARI"
en,JLAMPRANG,JLAMPRANG
en,CANDIGUGUR,CANDIGUGUR
en,PANGEMPON,PANGEMPON
en,SURJO,SURJO
en,SOKA,SOKA
en,SIBEBEK,SIBEBEK
en,PASUSUKAN,PASUSUKAN
en,PURBO,PURBO
en,GONDO,GONDO
en,BANTENG,BANTENG
en,SUMURBANGER,SUMURBANGER
en,SIDALANG,SIDALANG
en,MARGOSONO,MARGOSONO
en,PLOSOWANGI,PLOSOWANGI
en,BOJA,BOJA
en,TERSONO,TERSONO
en,PUJUT,PUJUT
en,SATRIYAN,SATRIYAN
en,"REJOSARI BARAT","WEST REJOSARI"
en,"REJOSARI TIMUR","EAST REJOSARI"
en,"HARJOWINANGUN BARAT","WEST HARJOWINANGUN"
en,"HARJOWINANGUN TIMUR","EAST HARJOWINANGUN"
en,SURODADI,SURODADI
en,PLELEN,PLELEN
en,MENTOSARI,MENTOSARI
en,GRINGSING,GRINGSING
en,KRENGSENG,KRENGSENG
en,KETANGGAN,KETANGGAN
en,MADUGOWONGJATI,MADUGOWONGJATI
en,TEDUNAN,TEDUNAN
en,DONOREJO,DONOREJO
en,AMONGROGO,AMONGROGO
en,LIMPUNG,LIMPUNG
en,DLISEN,DLISEN
en,LOBANG,LOBANG
en,DLIMAS,DLIMAS
en,LUWUNG,LUWUNG
en,KALIBALIK,KALIBALIK
en,KALANGSONO,KALANGSONO
en,TIMBANG,TIMBANG
en,PENUNDAN,PENUNDAN
en,TENGGULANGHARJO,TENGGULANGHARJO
en,KEBORANGAN,KEBORANGAN
en,KALIMANGGIS,KALIMANGGIS
en,KUMEJING,KUMEJING
en,DURENOMBO,DURENOMBO
en,CLAPAR,CLAPAR
en,ADINUSO,ADINUSO
en,"KEMIRI BARAT","WEST KEMIRI"
en,"KEMIRI TIMUR","EAST KEMIRI"
en,PRETEK,PRETEK
en,SIGUCI,SIGUCI
en,SELOKARTO,SELOKARTO
en,GEMUH,GEMUH
en,RANDU,RANDU
en,PECALUNGAN,PECALUNGAN
en,TULIS,TULIS
en,WRINGINGINTUNG,WRINGINGINTUNG
en,POSONG,POSONG
en,SEMBOJO,SEMBOJO
en,KALIBOYO,KALIBOYO
en,SIMBANGDESA,SIMBANGDESA
en,SIMBANGJATI,SIMBANGJATI
en,PONOWARENG,PONOWARENG
en,KENCONOREJO,KENCONOREJO
en,KEDUNGSEGOG,KEDUNGSEGOG
en,JOLOSEKTI,JOLOSEKTI
en,SIBERUK,SIBERUK
en,KEBUMEN,KEBUMEN
en,CLUWUK,CLUWUK
en,JRAKAHPAYUNG,JRAKAHPAYUNG
en,LAWANGAJI,LAWANGAJI
en,BOTOLAMBAT,BOTOLAMBAT
en,CEMPERENG,CEMPERENG
en,TRAGUNG,TRAGUNG
en,KANDEMAN,KANDEMAN
en,JURAGAN,JURAGAN
en,UJUNGNEGORO,UJUNGNEGORO
en,ROWOBELANG,ROWOBELANG
en,CEPOKOKUNING,CEPOKOKUNING
en,PASEKARAN,PASEKARAN
en,KECEPAK,KECEPAK
en,"KLIDANG WETAN","KLIDANG WETAN"
en,"KLIDANG LOR","KLIDANG LOR"
en,KASEPUHAN,KASEPUHAN
en,WATESALIT,WATESALIT
en,"KALIPUCANG WETAN","KALIPUCANG WETAN"
en,"KALIPUCANG KULON","KALIPUCANG KULON"
en,"DENASRI KULON","DENASRI KULON"
en,"DENASRI WETAN","DENASRI WETAN"
en,"PROYONANGGAN TENGAH","CENTRAL PROYONANGGAN"
en,"PROYONANGGAN UTARA","NORTH PROYONANGGAN"
en,"PROYONANGGAN SELATAN","SOUTH PROYONANGGAN"
en,"KARANGASEM UTARA","NORTH KARANGASEM"
en,"KARANGASEM SELATAN","SOUTH KARANGASEM"
en,KALIWARENG,KALIWARENG
en,SARIGLAGAH,SARIGLAGAH
en,PESAREN,PESAREN
en,CEPAGAN,CEPAGAN
en,BANJIRAN,BANJIRAN
en,WARUNGASEM,WARUNGASEM
en,GAPURO,GAPURO
en,KALIBELUK,KALIBELUK
en,SAWAHJOHO,SAWAHJOHO
en,CANDIARENG,CANDIARENG
en,MENGUNENG,MENGUNENG
en,SIJONO,SIJONO
en,GARUNGWIYORO,GARUNGWIYORO
en,BUBAK,BUBAK
en,BOJONGKONENG,BOJONGKONENG
en,LURAGUNG,LURAGUNG
en,KANDANGSERANG,KANDANGSERANG
en,LAMBUR,LAMBUR
en,TRAJUMAS,TRAJUMAS
en,LOMENENG,LOMENENG
en,KALIBOJA,KALIBOJA
en,BOTOSARI,BOTOSARI
en,PANINGGARAN,PANINGGARAN
en,DOMIYANG,DOMIYANG
en,NOTOGIWANG,NOTOGIWANG
en,LAMBANGGELUN,LAMBANGGELUN
en,TENOGO,TENOGO
en,"TEMBELANG GUNUNG","TEMBELANG GUNUNG"
en,PAMUTUH,PAMUTUH
en,WONOSIDO,WONOSIDO
en,TIMBANGSARI,TIMBANGSARI
en,KUTOREMBET,KUTOREMBET
en,LEBAKBARANG,LEBAKBARANG
en,KAPUNDUTAN,KAPUNDUTAN
en,"BANTAR KULON","BANTAR KULON"
en,MENDOLO,MENDOLO
en,SIMEGO,SIMEGO
en,SONGGODADI,SONGGODADI
en,CURUGMUNCAR,CURUGMUNCAR
en,GUMELEM,GUMELEM
en,TLOGOHENDRO,TLOGOHENDRO
en,TLOGOPAKIS,TLOGOPAKIS
en,KASIMPAR,KASIMPAR
en,KAYUPURING,KAYUPURING
en,MESOYI,MESOYI
en,JOLOTIGO,JOLOTIGO
en,SENGARE,SENGARE
en,DONOWANGUN,DONOWANGUN
en,KROMPENG,KROMPENG
en,ROGOSELO,ROGOSELO
en,HARJOSARI,HARJOSARI
en,LARIKAN,LARIKAN
en,DOROREJO,DOROREJO
en,KALIMOJOSARI,KALIMOJOSARI
en,BLIGOREJO,BLIGOREJO
en,GUTOMO,GUTOMO
en,"KARANG GONDANG","KARANG GONDANG"
en,PEDAWANG,PEDAWANG
en,PODODADI,PODODADI
en,"LEGOK KALONG","LEGOK KALONG"
en,KAYUGERITAN,KAYUGERITAN
en,KUTOSARI,KUTOSARI
en,TAMBAKROTO,TAMBAKROTO
en,KUTOROJO,KUTOROJO
en,LINGGOASRI,LINGGOASRI
en,BRENGKOLANG,BRENGKOLANG
en,PRINGSURAT,PRINGSURAT
en,SOKOYOSO,SOKOYOSO
en,"SINANGOH PRENDENG","SINANGOH PRENDENG"
en,KAJONGAN,KAJONGAN
en,"PEKIRINGAN AGENG","PEKIRINGAN AGENG"
en,GANDARUM,GANDARUM
en,SABARWANGI,SABARWANGI
en,KALIJOYO,KALIJOYO
en,"PEKIRINGAN ALIT","PEKIRINGAN ALIT"
en,NYAMOK,NYAMOK
en,"TANJUNG KULON","TANJUNG KULON"
en,GEJLIG,GEJLIG
en,"SANGKAN JOYO","SANGKAN JOYO"
en,SALIT,SALIT
en,ROWOLAKU,ROWOLAKU
en,WINDUROJO,WINDUROJO
en,"UJUNG NEGORO","UJUNG NEGORO"
en,PODOSARI,PODOSARI
en,WATUGAJAH,WATUGAJAH
en,KARYOMUKTI,KARYOMUKTI
en,KESESI,KESESI
en,SRINAHAN,SRINAHAN
en,KAIBAHAN,KAIBAHAN
en,WATUPAYUNG,WATUPAYUNG
en,PONOLAWEN,PONOLAWEN
en,KALIMADE,KALIMADE
en,SIDOSARI,SIDOSARI
en,PANTIREJO,PANTIREJO
en,KWIGARAN,KWIGARAN
en,"KETANON AGENG","KETANON AGENG"
en,BULAKSARI,BULAKSARI
en,"SUMUB LOR","SUMUB LOR"
en,"SUMUB KIDUL","SUMUB KIDUL"
en,KEDUNGJARAN,KEDUNGJARAN
en,KLUNJUKAN,KLUNJUKAN
en,GEBANGKEREP,GEBANGKEREP
en,"BULAK PELEM","BULAK PELEM"
en,"TEGAL SURUH","TEGAL SURUH"
en,KRASAKAGENG,KRASAKAGENG
en,SIJERUK,SIJERUK
en,TEGALONTAR,TEGALONTAR
en,MEJASEM,MEJASEM
en,"TENGENG WETAN","TENGENG WETAN"
en,TUNJUNGSARI,TUNJUNGSARI
en,"BLIMBING WULUH","BLIMBING WULUH"
en,TENGENGKULON,TENGENGKULON
en,YOSOREJO,YOSOREJO
en,"BOYO TELUK","BOYO TELUK"
en,BLACANAN,BLACANAN
en,"SUMUR JOMBLANGBOGO","SUMUR JOMBLANGBOGO"
en,PANTIANOM,PANTIANOM
en,"RANDU MUKTIWAREN","RANDU MUKTIWAREN"
en,"LEGOK CLILE","LEGOK CLILE"
en,"BOJONG WETAN","BOJONG WETAN"
en,WANGANDOWO,WANGANDOWO
en,"KETITANG KIDUL","KETITANG KIDUL"
en,MENJANGAN,MENJANGAN
en,KETITANGLOR,KETITANGLOR
en,BOJONGLOR,BOJONGLOR
en,"BOJONG MINGGIR","BOJONG MINGGIR"
en,WIRODITAN,WIRODITAN
en,"JAJAR WAYANG","JAJAR WAYANG"
en,BABALANLOR,BABALANLOR
en,"BABALAN KIDUL","BABALAN KIDUL"
en,"SEMBUNG JAMBU","SEMBUNG JAMBU"
en,"JETAK KIDUL","JETAK KIDUL"
en,SASTRODIRJAN,SASTRODIRJAN
en,"LEGOK GUNUNG","LEGOK GUNUNG"
en,"GALANG PENGAMPON GEDE","GALANG PENGAMPON GEDE"
en,ROWOKEMBU,ROWOKEMBU
en,WONOPRINGGO,WONOPRINGGO
en,SAMPIH,SAMPIH
en,"JETAK LENGKONG","JETAK LENGKONG"
en,"PEGADEN TENGAH","CENTRAL PEGADEN"
en,ROWOCACING,ROWOCACING
en,PAJOMBLANGAN,PAJOMBLANGAN
en,TOSARAN,TOSARAN
en,PAKISPUTIH,PAKISPUTIH
en,"KEDUNG PATANGEWU","KEDUNG PATANGEWU"
en,PODO,PODO
en,KWAYANGAN,KWAYANGAN
en,PROTO,PROTO
en,SALAKBROJO,SALAKBROJO
en,AMBOKEMBANG,AMBOKEMBANG
en,PEKAJANGAN,PEKAJANGAN
en,"TANGKIL TENGAH","CENTRAL TANGKIL"
en,"TANGKIL KULON","TANGKIL KULON"
en,"KEDUNGWUNI BARAT","WEST KEDUNGWUNI"
en,"KEDUNGWUNI TIMUR","EAST KEDUNGWUNI"
en,"JREBENG KEMBANG","JREBENG KEMBANG"
en,"PAGUMENGAN MAS","PAGUMENGAN MAS"
en,"KEDUNG KEBO","KEDUNG KEBO"
en,KARANGDADAP,KARANGDADAP
en,KALILEMBU,KALILEMBU
en,"KEBONROWO PUCANG","KEBONROWO PUCANG"
en,PEGANDON,PEGANDON
en,COPRAYAN,COPRAYAN
en,SAPUGARUT,SAPUGARUT
en,WONOYOSO,WONOYOSO
en,PAKUMBULAN,PAKUMBULAN
en,WATUSALAM,WATUSALAM
en,"SIMBANG WETAN","SIMBANG WETAN"
en,"SIMBANG KULON","SIMBANG KULON"
en,KERTIJAYAN,KERTIJAYAN
en,PAWEDEN,PAWEDEN
en,WULED,WULED
en,NGALIAN,NGALIAN
en,"PANDAN ARUM","PANDAN ARUM"
en,SILIREJO,SILIREJO
en,DADIREJO,DADIREJO
