Code,Name,Value
en,"SIEMPAT NEMPU HILIR","SIEMPAT NEMPU HILIR"
en,"TIGA LINGGA","TIGA LINGGA"
en,"PEGAGAN HILIR","PEGAGAN HILIR"
en,"TIGA BINANGA","TIGA BINANGA"
en,"NAMAN TERAN","NAMAN TERAN"
en,KABANJAHE,KABANJAHE
en,BERASTAGI,BERASTAGI
en,"SINEMBAH TANJUNG MUDA HULU","SINEMBAH TANJUNG MUDA HULU"
en,BIRU-BIRU,BIRU-BIRU
en,"SINEMBAH TANJUNG MUDA HILIR","SINEMBAH TANJUNG MUDA HILIR"
en,"TANJUNG MORAWA","TANJUNG MORAWA"
en,PATUMBAK,PATUMBAK
en,"PERCUT SEI TUAN","PERCUT SEI TUAN"
en,"BATANG KUIS","BATANG KUIS"
en,"PANTAI LABU","PANTAI LABU"
en,"LUBUK PAKAM","LUBUK PAKAM"
en,"PAGAR MERBAU","PAGAR MERBAU"
en,BOHOROK,BOHOROK
en,SIRAPIT,SIRAPIT
en,SALAPIAN,SALAPIAN
en,"SEI BINGAI","SEI BINGAI"
en,SELESAI,SELESAI
en,STABAT,STABAT
en,WAMPU,WAMPU
en,HINAI,HINAI
en,"SEI LEPAN","SEI LEPAN"
en,BESITANG,BESITANG
en,"PANGKALAN SUSU","PANGKALAN SUSU"
en,HIBALA,HIBALA
en,"TANAH MASA","TANAH MASA"
en,"PULAU-PULAU BATU","PULAU-BATU ISLAND"
en,"PULAU-PULAU BATU TIMUR","EAST PULAU-BATU ISLAND"
en,SIMUK,SIMUK
en,"PULAU-PULAU BATU BARAT","WEST PULAU-BATU ISLAND"
en,"PULAU-PULAU BATU UTARA","NORTH PULAU-BATU ISLAND"
en,FANAYAMA,FANAYAMA
en,TOMA,TOMA
en,MANIAMOLO,MANIAMOLO
en,MAZINO,MAZINO
en,"LUAHAGUNDRE MANIAMOLO","LUAHAGUNDRE MANIAMOLO"
en,ONOLALU,ONOLALU
en,ULUSUSUA,ULUSUSUA
en,SIDUAORI,SIDUAORI
en,GOMO,GOMO
en,MAZO,MAZO
en,ULUIDANOTAE,ULUIDANOTAE
en,BORONADU,BORONADU
en,LOLOMATUA,LOLOMATUA
en,ULUNOYO,ULUNOYO
en,HURUNA,HURUNA
en,'LOLOWA''U','LOLOWA''U'
en,HILIMEGAI,HILIMEGAI
en,OOU,OOU
en,HILISALAWAAHE,HILISALAWAAHE
en,"SIJAMA POLANG","SIJAMA POLANG"
en,PARANGINAN,PARANGINAN
en,"BAKTI RAJA","BAKTI RAJA"
en,PARLILITAN,PARLILITAN
en,"SITELLU TALI URANG JEHE","SITELLU TALI URANG JEHE"
en,"SITELLU TALI URANG JULU","SITELLU TALI URANG JULU"
en,"PERGETTENG-GETTENG SENGKUT","PERGETTENG-GETTENG SENGKUT"
en,KERAJAAN,KERAJAAN
en,"SIEMPAT RUBE","SIEMPAT RUBE"
en,SITIOTIO,SITIOTIO
en,KOTARIH,KOTARIH
en,"DOLOK MASIHUL","DOLOK MASIHUL"
en,TEBINGTINGGI,TEBINGTINGGI
en,"TEBING SYAHBANDAR","TEBING SYAHBANDAR"
en,"TELUK MENGKUDU","MENGKUDU BAY"
en,"NIBUNG HANGUS","NIBUNG HANGUS"
en,"DATUK TANAH DATAR","DATUK TANAH DATAR"
en,"LIMA PULUH PESISIR","LIMA PULUH PESISIR"
en,"DATUK LIMA PULUH","DATUK LIMA PULUH"
en,"SEI SUKA","SEI SUKA"
en,"MEDANG DERAS","MEDANG DERAS"
en,"BATANG ONANG","BATANG ONANG"
en,"PADANG BOLAK JULU","PADANG BOLAK JULU"
en,PORTIBI,PORTIBI
en,"PADANG BOLAK","PADANG BOLAK"
en,"PADANG BOLAK TENGGARA","SOUTHEAST PADANG BOLAK"
en,"HALONGONAN TIMUR","EAST HALONGONAN"
en,DOLOK,DOLOK
en,"DOLOK SIGOMPULON","DOLOK SIGOMPULON"
en,"HULU SIHAPAS","HULU SIHAPAS"
en,"ULU BARUMUN","ULU BARUMUN"
en,BARUMUN,BARUMUN
en,"BARUMUN SELATAN","SOUTH BARUMUN"
en,"LUBUK BARUMUN","LUBUK BARUMUN"
en,SOSA,SOSA
en,"BATANG LUBU SUTAM","BATANG LUBU SUTAM"
en,"BARUMUN TENGAH","CENTRAL BARUMUN"
en,"AEK NABARA BARUMUN","AEK NABARA BARUMUN"
en,"SIHAPAS BARUMUN","SIHAPAS BARUMUN"
en,"SUNGAI KANAN","KANAN RIVER"
en,"KAMPUNG RAKYAT","KAMPUNG RAKYAT"
en,"NA IX-X","NA IX-X"
en,"AEK KUO","AEK KUO"
en,"KUALUH SELATAN","SOUTH KUALUH"
en,"KUALUH HILIR","KUALUH HILIR"
en,"KUALUH HULU","KUALUH HULU"
en,"KUALUH LEIDONG","KUALUH LEIDONG"
en,"TUGALA OYO","TUGALA OYO"
en,ALASA,ALASA
en,"ALASA TALU MUZOI","ALASA TALU MUZOI"
en,"NAMOHALU ESIWA","NAMOHALU ESIWA"
en,"SITOLU ORI","SITOLU ORI"
en,LOTU,LOTU
en,"LAHEWA TIMUR","EAST LAHEWA"
en,LAHOMI,LAHOMI
en,"ULU MORO O","ULU MORO O"
en,"LOLOFITU MOI","LOLOFITU MOI"
en,"MANDREHE UTARA","NORTH MANDREHE"
en,MANDREHE,MANDREHE
en,"MANDREHE BARAT","WEST MANDREHE"
en,"MORO O","MORO O"
en,"SIBOLGA UTARA","NORTH SIBOLGA"
en,"SIBOLGA KOTA","SIBOLGA CITY AREA"
en,"SIBOLGA SELATAN","SOUTH SIBOLGA"
en,"SIBOLGA SAMBAS","SIBOLGA SAMBAS"
en,"DATUK BANDAR","DATUK BANDAR"
en,"DATUK BANDAR TIMUR","EAST DATUK BANDAR"
en,"TANJUNG BALAI SELATAN","SOUTH TANJUNG BALAI"
en,"TANJUNG BALAI UTARA","NORTH TANJUNG BALAI"
en,"SEI TUALANG RASO","SEI TUALANG RASO"
en,"SIANTAR MARIHAT","SIANTAR MARIHAT"
en,"SIANTAR MARIMBUN","SIANTAR MARIMBUN"
en,"SIANTAR SELATAN","SOUTH SIANTAR"
en,"SIANTAR BARAT","WEST SIANTAR"
en,"SIANTAR TIMUR","EAST SIANTAR"
en,"SIANTAR MARTOBA","SIANTAR MARTOBA"
en,"SIANTAR SITALASARI","SIANTAR SITALASARI"
en,"PADANG HULU","PADANG HULU"
en,"TEBING TINGGI KOTA","TEBING TINGGI CITY AREA"
en,BAJENIS,BAJENIS
en,"MEDAN TUNTUNGAN","MEDAN TUNTUNGAN"
en,"MEDAN JOHOR","MEDAN JOHOR"
en,"MEDAN AMPLAS","MEDAN AMPLAS"
en,"MEDAN DENAI","MEDAN DENAI"
en,"MEDAN AREA","MEDAN AREA"
en,"MEDAN KOTA","MEDAN CITY AREA"
en,"MEDAN MAIMUN","MEDAN MAIMUN"
en,"MEDAN POLONIA","MEDAN POLONIA"
en,"MEDAN SELAYANG","MEDAN SELAYANG"
en,"MEDAN SUNGGAL","MEDAN SUNGGAL"
en,"MEDAN HELVETIA","MEDAN HELVETIA"
en,"MEDAN PETISAH","MEDAN PETISAH"
en,"MEDAN BARAT","WEST MEDAN"
en,"MEDAN TIMUR","EAST MEDAN"
en,"MEDAN PERJUANGAN","MEDAN PERJUANGAN"
en,"MEDAN TEMBUNG","MEDAN TEMBUNG"
en,"MEDAN DELI","MEDAN DELI"
en,"MEDAN LABUHAN","MEDAN LABUHAN"
en,"MEDAN MARELAN","MEDAN MARELAN"
en,"MEDAN BELAWAN","MEDAN BELAWAN"
en,"BINJAI SELATAN","SOUTH BINJAI"
en,"BINJAI KOTA","BINJAI CITY AREA"
en,"BINJAI TIMUR","EAST BINJAI"
en,"BINJAI UTARA","NORTH BINJAI"
en,"BINJAI BARAT","WEST BINJAI"
en,"PADANGSIDIMPUAN TENGGARA","SOUTHEAST PADANGSIDIMPUAN"
en,"PADANGSIDIMPUAN SELATAN","SOUTH PADANGSIDIMPUAN"
en,"PADANGSIDIMPUAN BATUNADUA","PADANGSIDIMPUAN BATUNADUA"
en,"PADANGSIDIMPUAN UTARA","NORTH PADANGSIDIMPUAN"
en,"PADANGSIDIMPUAN HUTAIMBARU","PADANGSIDIMPUAN HUTAIMBARU"
en,"PADANGSIDIMPUAN ANGKOLA JULU","PADANGSIDIMPUAN ANGKOLA JULU"
en,"GUNUNGSITOLI IDANOI","GUNUNGSITOLI IDANOI"
en,"GUNUNGSITOLI SELATAN","SOUTH GUNUNGSITOLI"
en,"GUNUNGSITOLI BARAT","WEST GUNUNGSITOLI"
en,"GUNUNG SITOLI","GUNUNG SITOLI"
en,"GUNUNGSITOLI ALO OA","GUNUNGSITOLI ALO OA"
en,"GUNUNGSITOLI UTARA","NORTH GUNUNGSITOLI"
en,"PAGAI SELATAN","SOUTH PAGAI"
en,"PAGAI UTARA","NORTH PAGAI"
en,"SIPORA SELATAN","SOUTH SIPORA"
en,"SIPORA UTARA","NORTH SIPORA"
en,"SIBERUT SELATAN","SOUTH SIBERUT"
en,"SEBERUT BARAT DAYA","SOUTHWEST SEBERUT"
en,"SIBERUT TENGAH","CENTRAL SIBERUT"
en,"SIBERUT UTARA","NORTH SIBERUT"
en,"SIBERUT BARAT","WEST SIBERUT"
en,"BASA AMPEK BALAI TAPAN","BASA AMPEK BALAI TAPAN"
en,"RANAH AMPEK HULU TAPAN","RANAH AMPEK HULU TAPAN"
en,"PANCUNG SOAL","PANCUNG SOAL"
en,AIRPURA,AIRPURA
en,"LINGGO SARI BAGANTI","LINGGO SARI BAGANTI"
en,"RANAH PESISIR","RANAH PESISIR"
en,LENGAYANG,LENGAYANG
en,SUTERA,SUTERA
en,"BATANG KAPAS","BATANG KAPAS"
en,"IV JURAI","IV JURAI"
en,BAYANG,BAYANG
en,"IV  NAGARI BAYANG UTARA","NORTH IV  NAGARI BAYANG"
en,"KOTO XI TARUSAN","KOTO XI TARUSAN"
en,"LEMBAH GUMANTI","GUMANTI VALLEY"
en,"HILIRAN GUMANTI","HILIRAN GUMANTI"
en,"TIGO LURAH","TIGO LURAH"
en,"LEMBANG JAYA","LEMBANG JAYA"
en,"DANAU KEMBAR","KEMBAR LAKE"
en,"GUNUNG TALANG","GUNUNG TALANG"
en,"BUKIT SUNDI","SUNDI HILL"
en,"IX KOTO SUNGAI LASI","IX KOTO LASI RIVER"
en,"X KOTO DIATAS","X KOTO DIATAS"
en,"X KOTO SINGKARAK","X KOTO SINGKARAK"
en,"JUNJUNG SIRIH","JUNJUNG SIRIH"
en,"KAMANG BARU","KAMANG BARU"
en,"IV NAGARI","IV NAGARI"
en,KUPITAN,KUPITAN
en,"KOTO TUJUH","KOTO TUJUH"
en,"X KOTO","X KOTO"
en,BATIPUH,BATIPUH
en,"BATIPUH SELATAN","SOUTH BATIPUH"
en,"TANJUNG EMAS","TANJUNG EMAS"
en,"LINTAU BUO","LINTAU BUO"
en,"LINTAU BUO UTARA","NORTH LINTAU BUO"
en,"BATANG ANAI","BATANG ANAI"
en,"SINTUK TOBOH GADANG","SINTUK TOBOH GADANG"
en,"ULAKAN TAPAKIS","ULAKAN TAPAKIS"
en,"NAN SABARIS","NAN SABARIS"
en,"2 X 11 ENAM LINGKUNG","2 X 11 ENAM LINGKUNG"
en,"ENAM LINGKUNG","ENAM LINGKUNG"
en,"2 X 11 KAYU TANAM","2 X 11 KAYU TANAM"
en,"VII KOTO SUNGAI SARIAK","VII KOTO SARIAK RIVER"
en,PATAMUAN,PATAMUAN
en,"PADANG SAGO","PADANG SAGO"
en,"V KOTO KP DALAM","V KOTO KP DALAM"
en,"V KOTO TIMUR","EAST V KOTO"
en,"BATANG GASAN","BATANG GASAN"
en,"IV KOTO AUR MALINTANG","IV KOTO AUR MALINTANG"
en,"TANJUNG MUTIARA","TANJUNG MUTIARA"
en,"AMPEK NAGARI","AMPEK NAGARI"
en,MATUR,MATUR
en,"IV KOTO","IV KOTO"
en,MALALAK,MALALAK
en,BANUHAMPU,BANUHAMPU
en,"AMPEK ANGKEK","AMPEK ANGKEK"
en,CANDUANG,CANDUANG
en,BASO,BASO
en,"TILATANG KAMANG","TILATANG KAMANG"
en,"KAMANG MAGEK","KAMANG MAGEK"
en,PALEMBAYAN,PALEMBAYAN
en,PALUPUH,PALUPUH
en,PAYAKUMBUH,PAYAKUMBUH
en,AKABILURU,AKABILURU
en,LUAK,LUAK
en,"LAREH SAGO HALABAN","LAREH SAGO HALABAN"
en,"SITUJUAH LIMO NAGARI","SITUJUAH LIMO NAGARI"
en,"BUKIK BARISAN","BUKIK BARISAN"
en,"GUNUANG OMEH","GUNUANG OMEH"
en,"KAPUR IX","KAPUR IX"
en,"PANGKALAN KOTO BARU","PANGKALAN KOTO BARU"
en,"TIGO NAGARI","TIGO NAGARI"
en,"SIMPANG ALAHAN MATI","SIMPANG ALAHAN MATI"
en,"LUBUK SIKAPING","LUBUK SIKAPING"
en,"DUA KOTO","DUA KOTO"
en,"PADANG GELUGUR","PADANG GELUGUR"
en,RAO,RAO
en,"MAPAT TUNGGUL","MAPAT TUNGGUL"
en,"MAPAT TUNGGUL SELATAN","SOUTH MAPAT TUNGGUL"
en,"RAO SELATAN","SOUTH RAO"
en,"RAO UTARA","NORTH RAO"
en,"SANGIR JUJUAN","SANGIR JUJUAN"
en,"SANGIR BALAI JANGGO","SANGIR BALAI JANGGO"
en,"SANGIR BATANG HARI","SANGIR BATANG HARI"
en,"SUNGAI PAGU","PAGU RIVER"
en,"PAUAH DUO","PAUAH DUO"
en,"KOTO PARIK GADANG DIATEH","KOTO PARIK GADANG DIATEH"
en,"ASAM JUJUHAN","ASAM JUJUHAN"
en,"PULAU PUNJUNG","PUNJUNG ISLAND"
en,"IX KOTO","IX KOTO"
en,"SUNGAI BEREMAS","BEREMAS RIVER"
en,"RANAH BATAHAN","RANAH BATAHAN"
en,"KOTO BALINGKA","KOTO BALINGKA"
en,"LEMBAH MALINTANG","MALINTANG VALLEY"
en,"GUNUNG TULEH","GUNUNG TULEH"
en,TALAMAU,TALAMAU
en,PASAMAN,PASAMAN
en,"LUHAK NAN DUO","LUHAK NAN DUO"
en,"SASAK RANAH PASISIE","SASAK RANAH PASISIE"
en,"BUNGUS TELUK KABUNG","BUNGUS KABUNG BAY"
en,"LUBUK KILANGAN","LUBUK KILANGAN"
en,"LUBUK BEGALUNG","LUBUK BEGALUNG"
en,"PADANG SELATAN","SOUTH PADANG"
en,"PADANG UTARA","NORTH PADANG"
en,"LUBUK SIKARAH","LUBUK SIKARAH"
en,SILUNGKANG,SILUNGKANG
en,"LEMBAH SEGAR","SEGAR VALLEY"
en,BARANGIN,BARANGIN
en,TALAWI,TALAWI
en,"PADANG PANJANG BARAT","WEST PADANG PANJANG"
en,"PADANG PANJANG TIMUR","EAST PADANG PANJANG"
en,"GUGUK PANJANG","GUGUK PANJANG"
en,"MANDIANGIN KOTO SELAYAN","MANDIANGIN KOTO SELAYAN"
en,"AUR BIRUGO TIGO BALEH","AUR BIRUGO TIGO BALEH"
en,"PAYAKUMBUH BARAT","WEST PAYAKUMBUH"
en,"PAYAKUMBUH SELATAN","SOUTH PAYAKUMBUH"
en,"PAYAKUMBUH TIMUR","EAST PAYAKUMBUH"
en,"PAYAKUMBUH UTARA","NORTH PAYAKUMBUH"
en,"LAMPOSI TIGO NAGORI","LAMPOSI TIGO NAGORI"
en,"PARIAMAN SELATAN","SOUTH PARIAMAN"
en,"PARIAMAN TENGAH","CENTRAL PARIAMAN"
en,"PARIAMAN TIMUR","EAST PARIAMAN"
en,"PARIAMAN UTARA","NORTH PARIAMAN"
en,"KUANTAN MUDIK","KUANTAN MUDIK"
en,"HULU KUANTAN","HULU KUANTAN"
en,"GUNUNG TOAR","GUNUNG TOAR"
en,"PUCUK RANTAU","PUCUK RANTAU"
en,SINGINGI,SINGINGI
en,"SINGINGI HILIR","SINGINGI HILIR"
en,"KUANTAN TENGAH","CENTRAL KUANTAN"
en,"SENTAJO RAYA","SENTAJO RAYA"
en,"KUANTAN HILIR","KUANTAN HILIR"
en,"LOGAS TANAH DARAT","LOGAS TANAH DARAT"
en,"KUANTAN HILIR SEBERANG","KUANTAN HILIR SEBERANG"
en,CERENTI,CERENTI
en,"BATANG PERANAP","BATANG PERANAP"
en,"BATANG CENAKU","BATANG CENAKU"
en,"BATANG GANSAL","BATANG GANSAL"
en,"RAKIT KULIM","RAKIT KULIM"
en,"PASIR PENYU","PASIR PENYU"
en,"LUBUK BATU JAYA","LUBUK BATU JAYA"
en,"RENGAT BARAT","WEST RENGAT"
en,RENGAT,RENGAT
en,RETEH,RETEH
en,"KUALA INDRAGIRI","KUALA INDRAGIRI"
en,CONCONG,CONCONG
en,TEMBILAHAN,TEMBILAHAN
en,KEMPAS,KEMPAS
en,"BATANG TUAKA","BATANG TUAKA"
en,"GAUNG ANAK SERKA","GAUNG ANAK SERKA"
en,GAUNG,GAUNG
en,KATEMAN,KATEMAN
en,"TELUK BELENGKONG","BELENGKONG BAY"
en,"PANGKALAN KERINCI","PANGKALAN KERINCI"
en,"BANDAR SEIKIJANG","BANDAR SEIKIJANG"
en,"PANGKALAN KURAS","PANGKALAN KURAS"
en,UKUI,UKUI
en,"BANDAR PETALANGAN","BANDAR PETALANGAN"
en,"KUALA KAMPAR","KUALA KAMPAR"
en,MINAS,MINAS
en,"SUNGAI MANDAU","MANDAU RIVER"
en,"KOTO GASIB","KOTO GASIB"
en,MEMPURA,MEMPURA
en,"SABAK AUH","SABAK AUH"
en,PUSAKO,PUSAKO
en,"KAMPAR KIRI","KAMPAR KIRI"
en,"KAMPAR KIRI HULU","KAMPAR KIRI HULU"
en,"KAMPAR KIRI HILIR","KAMPAR KIRI HILIR"
en,"KAMPAR KIRI TENGAH","CENTRAL KAMPAR KIRI"
en,"XIII KOTO KAMPAR","XIII KOTO KAMPAR"
en,"KOTO KAMPAR HULU","KOTO KAMPAR HULU"
en,TAPUNG,TAPUNG
en,"TAPUNG HULU","TAPUNG HULU"
en,"TAPUNG HILIR","TAPUNG HILIR"
en,"BANGKINANG KOTA","BANGKINANG CITY AREA"
en,KAMPA,KAMPA
en,"RUMBIO JAYA","RUMBIO JAYA"
en,"KAMPAR UTARA","NORTH KAMPAR"
en,"SIAK HULU","SIAK HULU"
en,"PERHENTIAN RAJA","PERHENTIAN RAJA"
en,"ROKAN IV KOTO","ROKAN IV KOTO"
en,"PENDALIAN IV KOTO","PENDALIAN IV KOTO"
en,KEPENUHAN,KEPENUHAN
en,"KUNTO DARUSSALAM","KUNTO DARUSSALAM"
en,"PAGARAN TAPAH DARUSSALAM","PAGARAN TAPAH DARUSSALAM"
en,"BONAI DARUSSALAM","BONAI DARUSSALAM"
en,MANDAU,MANDAU
en,"BATHIN SOLAPAN","BATHIN SOLAPAN"
en,"TALANG MUANDAU","TALANG MUANDAU"
en,"SIAK KECIL","SIAK KECIL"
en,"BANDAR LAKSAMANA","BANDAR LAKSAMANA"
en,RUPAT,RUPAT
en,"RUPAT UTARA","NORTH RUPAT"
en,BENGKALIS,BENGKALIS
en,"TANAH PUTIH TANJUNG MELAWAN","TANAH PUTIH TANJUNG MELAWAN"
en,"BAGAN SINEMBAH RAYA","BAGAN SINEMBAH RAYA"
en,"KUBU BABUSSALAM","KUBU BABUSSALAM"
en,"BANGKO PUSAKO","BANGKO PUSAKO"
en,"TEBING TINGGI BARAT","WEST TEBING TINGGI"
en,"TEBING TINGGI TIMUR","EAST TEBING TINGGI"
en,RANGSANG,RANGSANG
en,"RANGSANG PESISIR","RANGSANG PESISIR"
en,"RANGSANG BARAT","WEST RANGSANG"
en,"PULAU MERBAU","MERBAU ISLAND"
en,"TASIK PUTRI PUYU","TASIK PUTRI PUYU"
en,"MARPOYAN DAMAI","MARPOYAN DAMAI"
en,"TENAYAN RAYA","TENAYAN RAYA"
en,LIMAPULUH,LIMAPULUH
en,SAIL,SAIL
en,"PEKANBARU KOTA","PEKANBARU CITY AREA"
en,SENAPELAN,SENAPELAN
en,RUMBAI,RUMBAI
en,"RUMBAI PESISIR","RUMBAI PESISIR"
en,"BUKIT KAPUR","KAPUR HILL"
en,"MEDANG KAMPAI","MEDANG KAMPAI"
en,"SUNGAI SEMBILAN","SEMBILAN RIVER"
en,"DUMAI BARAT","WEST DUMAI"
en,"DUMAI SELATAN","SOUTH DUMAI"
en,"DUMAI TIMUR","EAST DUMAI"
en,"BUKIT KERMAN","KERMAN HILL"
en,"KELILING DANAU","KELILING DANAU"
en,"DANAU KERINCI","KERINCI LAKE"
en,"SITINJAU LAUT","SITINJAU LAUT"
en,"AIR HANGAT TIMUR","EAST HANGAT WATER"
en,"DEPATI VII","DEPATI VII"
en,"AIR HANGAT BARAT","WEST HANGAT WATER"
en,"GUNUNG KERINCI","GUNUNG KERINCI"
en,SIULAK,SIULAK
en,"SIULAK MUKAI","SIULAK MUKAI"
en,"GUNUNG TUJUH","GUNUNG TUJUH"
en,"KAYU ARO BARAT","WEST KAYU ARO"
en,"JANGKAT TIMUR","EAST JANGKAT"
en,"LEMBAH MASURAI","MASURAI VALLEY"
en,"TIANG PUMPUNG","TIANG PUMPUNG"
en,"PAMENANG BARAT","WEST PAMENANG"
en,"RENAH PAMENANG","RENAH PAMENANG"
en,"PAMENANG SELATAN","SOUTH PAMENANG"
en,"BANGKO BARAT","WEST BANGKO"
en,"NALO TANTAN","NALO TANTAN"
en,"BATANG MASUMAI","BATANG MASUMAI"
en,"RENAH PEMBARAP","RENAH PEMBARAP"
en,"PANGKALAN JAMBU","PANGKALAN JAMBU"
en,TABIR,TABIR
en,"TABIR ULU","TABIR ULU"
en,"TABIR SELATAN","SOUTH TABIR"
en,"TABIR ILIR","TABIR ILIR"
en,"TABIR TIMUR","EAST TABIR"
en,"TABIR LINTAS","TABIR LINTAS"
en,"MARGO TABIR","MARGO TABIR"
en,"TABIR BARAT","WEST TABIR"
en,"BATANG ASAI","BATANG ASAI"
en,LIMUN,LIMUN
en,"CERMIN NAN GEDANG","CERMIN NAN GEDANG"
en,SINGKUT,SINGKUT
en,SAROLANGUN,SAROLANGUN
en,"BATHIN VIII","BATHIN VIII"
en,"MARO SEBO ULU","MARO SEBO ULU"
en,"BATIN XXIV","BATIN XXIV"
en,"MUARA TEMBESI","MUARA TEMBESI"
en,"MARO SEBO ILIR","MARO SEBO ILIR"
en,PEMAYUNG,PEMAYUNG
en,MESTONG,MESTONG
en,"SUNGAI BAHAR","BAHAR RIVER"
en,"BAHAR SELATAN","SOUTH BAHAR"
en,"BAHAR UTARA","NORTH BAHAR"
en,"KUMPEH ULU","KUMPEH ULU"
en,KUMPEH,KUMPEH
en,"TAMAN RAJO","TAMAN RAJO"
en,"JAMBI LUAR KOTA","JAMBI LUAR CITY AREA"
en,MENDAHARA,MENDAHARA
en,"MENDAHARA ULU","MENDAHARA ULU"
en,GERAGAI,GERAGAI
en,"MUARA SABAK BARAT","WEST MUARA SABAK"
en,"MUARA SABAK TIMUR","EAST MUARA SABAK"
en,"KUALA JAMBI","KUALA JAMBI"
en,"RANTAU RASAU","RANTAU RASAU"
en,"TUNGKAL ULU","TUNGKAL ULU"
en,"BATANG ASAM","BATANG ASAM"
en,"RENAH MENDALUH","RENAH MENDALUH"
en,"MUARA PAPALIK","MUARA PAPALIK"
en,"BRAM ITAM","BRAM ITAM"
en,"SEBERANG KOTA","SEBERANG CITY AREA"
en,BETARA,BETARA
en,"KUALA BETARA","KUALA BETARA"
en,"TEBO ILIR","TEBO ILIR"
en,"MUARA TABIR","MUARA TABIR"
en,"TEBO TENGAH","CENTRAL TEBO"
en,SUMAY,SUMAY
en,"TENGAH ILIR","TENGAH ILIR"
en,"RIMBO BUJANG","RIMBO BUJANG"
en,"RIMBO ULU","RIMBO ULU"
en,"RIMBO ILIR","RIMBO ILIR"
en,"TEBO ULU","TEBO ULU"
en,"VII KOTO","VII KOTO"
en,"SERAI SERUMPUN","SERAI SERUMPUN"
en,"VII KOTO ILIR","VII KOTO ILIR"
en,PELEPAT,PELEPAT
en,"PELEPAT ILIR","PELEPAT ILIR"
en,"BATHIN II BABEKO","BATHIN II BABEKO"
en,"RIMBO TENGAH","CENTRAL RIMBO"
en,"BUNGO DANI","BUNGO DANI"
en,"PASAR MUARA BUNGO","PASAR MUARA BUNGO"
en,"BATHIN III","BATHIN III"
en,"MUKO-MUKO BATHIN VII","MUKO-MUKO BATHIN VII"
en,"BATHIN III ULU","BATHIN III ULU"
en,"TANAH SEPENGGAL","TANAH SEPENGGAL"
en,"TANAH SEPENGGAL LINTAS","TANAH SEPENGGAL LINTAS"
en,"LIMBUR LUBUK MENGKUANG","LIMBUR LUBUK MENGKUANG"
en,"BATHIN II PELAYANG","BATHIN II PELAYANG"
en,JUJUHAN,JUJUHAN
en,"JUJUHAN ILIR","JUJUHAN ILIR"
en,"ALAM BARAJO","ALAM BARAJO"
en,"JAMBI SELATAN","SOUTH JAMBI"
en,"DANAU SIPIN","SIPIN LAKE"
en,"DANAU TELUK","LAKE BAY"
en,"JAMBI TIMUR","EAST JAMBI"
en,"TANAH KAMPUNG","TANAH KAMPUNG"
en,"KUMUN DEBAI","KUMUN DEBAI"
en,"SUNGAI PENUH","PENUH RIVER"
en,"PONDOK TINGGI","PONDOK TINGGI"
en,"SUNGAI BUNGKAL","BUNGKAL RIVER"
en,"HAMPARAN RAWANG","HAMPARAN RAWANG"
en,LENGKITI,LENGKITI
en,"SOSOH BUAY RAYAP","SOSOH BUAY RAYAP"
en,"SEMIDANG AJI","SEMIDANG AJI"
en,"ULU OGAN","ULU OGAN"
en,"LUBUK BATANG","LUBUK BATANG"
en,"SINAR PENINJAUAN","SINAR PENINJAUAN"
en,"KEDATON PENINJAUAN RAYA","KEDATON PENINJAUAN RAYA"
en,"BATU RAJA TIMUR","EAST BATU RAJA"
en,"BATU RAJA BARAT","WEST BATU RAJA"
en,"LEMPUING JAYA","LEMPUING JAYA"
en,"MESUJI MAKMUR","MESUJI MAKMUR"
en,"MESUJI RAYA","MESUJI RAYA"
en,"TULUNG SELAPAN","TULUNG SELAPAN"
en,"PEDAMARAN TIMUR","EAST PEDAMARAN"
en,"KOTA KAYU AGUNG","KAYU AGUNG CITY"
en,"SIRAH PULAU PADANG","SIRAH PADANG ISLAND"
en,"PANGKALAN LAPAM","PANGKALAN LAPAM"
en,"AIR SUGIHAN","SUGIHAN WATER"
en,"SEMENDO DARAT LAUT","SEMENDO DARAT LAUT"
en,"SEMENDO DARAT ULU","SEMENDO DARAT ULU"
en,"SEMENDO DARAT TENGAH","CENTRAL SEMENDO DARAT"
en,RAMBANG,RAMBANG
en,LUBAI,LUBAI
en,"LUBAI ULU","LUBAI ULU"
en,BENAKAT,BENAKAT
en,"RAMBANG DANGKU","RAMBANG DANGKU"
en,"MUARA BELIDA","MUARA BELIDA"
en,KELEKAR,KELEKAR
en,"BELIDA DARAT","BELIDA DARAT"
en,"TANJUNG SAKTI PUMI","TANJUNG SAKTI PUMI"
en,"TANJUNG SAKTI PUMU","TANJUNG SAKTI PUMU"
en,"MULAK ULU","MULAK ULU"
en,"MULAK SEBINGKAI","MULAK SEBINGKAI"
en,"GUMAY ULU","GUMAY ULU"
en,"KIKIM BARAT","WEST KIKIM"
en,"KIKIM TIMUR","EAST KIKIM"
en,"KIKIM SELATAN","SOUTH KIKIM"
en,"KIKIM TENGAH","CENTRAL KIKIM"
en,LAHAT,LAHAT
en,"GUMAY TALANG","GUMAY TALANG"
en,PSEKSU,PSEKSU
en,"LAHAT SELATAN","SOUTH LAHAT"
en,"MERAPI BARAT","WEST MERAPI"
en,"MERAPI TIMUR","EAST MERAPI"
en,"MERAPI SELATAN","SOUTH MERAPI"
en,"SUKU TENGAH LAKITAN ULU","SUKU TENGAH LAKITAN ULU"
en,"MUARA BELITI","MUARA BELITI"
